tweet_id,user_id,username,name,first_name,last_name,full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,quote_count,bookmarked,favorited,retweeted,created_at,user_mentions,location,bio,website,websites,can_dm,can_media_tag,is_quote_status,lang,followers_count,following_count,media_count,statuses_count,favourites_count,listed_count,fast_followers_count,normal_followers_count,followed_by,following,profile_banner_url,profile_url,avatar_url,verified,is_blue_verified,user_created_at,Source_File
1743646804997181658,256495314,firstpost,Firstpost,Firstpost,,"#FirstpostFlashback: Personal loss, exile, arrest, persecution: Sheikh Hasina has seen it all in her political career that spans more than half a century. As she stands on the brink of yet another term as PM of Bangladesh, @Palkisu brings you her life story on Flashback https://t.co/ZOZHp6ppET",41797,9,154,4,32,2,False,False,False,"06/01/2024, 19:52:48",palkisu,India,"At Firstpost, we focus on facts, keep the noise out and bring you stories from across the globe, viewing them through the Indian lens.",https://www.firstpost.com/,https://www.firstpost.com/,False,True,False,en,2121571,906,139304,767084,442,4140,0,2121571,,False,https://pbs.twimg.com/profile_banners/256495314/1728841990,https://www.x.com/firstpost,https://pbs.twimg.com/profile_images/1690916539934097408/xIbOaCb7_normal.jpg,False,True,"23/02/2011, 18:09:22",Week 1.csv
1743261297461072199,3038003126,TheSignOfFive,TheSignOfFive,TheSignOfFive,,"“Sheikh Hasina will owe Modi for the favour &amp; when Delhi pushes through the rules for the 2019 Citizenship Amendment Act, as it intends to do v soon, Dhaka won’t be able to say much”

Only takeaway from an article that paints Hasina &amp; NM as fascist bros

https://t.co/2VydBG25Ys https://t.co/plPdHqSSCs",662,1,5,2,2,0,False,False,False,"05/01/2024, 18:20:56",,,Thou wouldst be great Art not with ambition but without The illness should attend it || Posts on Art Tech Space Archaeology Culture China 📸 IG @lavshivashankar,,,False,False,False,en,10752,603,4003,36354,142755,302,0,10752,,False,https://pbs.twimg.com/profile_banners/3038003126/1727956545,https://www.x.com/TheSignOfFive,https://pbs.twimg.com/profile_images/1842468783354454016/9SXniuWQ_normal.jpg,False,False,"23/02/2015, 17:51:52",Week 1.csv
1743608192498544745,1694365189460865024,AsianPolitico,Asian Politico,Asian,Politico,"Bangladesh Elections 2024: Bangladesh is set to hold elections on Sunday, with Prime Minister Sheikh Hasina Wazed anticipated to secure a fourth consecutive term. The main opposition party, BNP, is abstaining from the elections, citing violence, and has declared a 48-hour https://t.co/bgUEdRJgCb",1204,0,57,48,51,0,False,False,False,"06/01/2024, 17:19:22",,South Asia,"Exploring the Past, Understanding the Present, and Shaping the Future of International Affairs🌍",http://www.theasianpolitico.com,http://www.theasianpolitico.com,True,True,False,en,1086,0,2847,3355,356,3,0,1086,,False,https://pbs.twimg.com/profile_banners/1694365189460865024/1692806088,https://www.x.com/AsianPolitico,https://pbs.twimg.com/profile_images/1694367861903327232/KcDtYNC3_normal.jpg,False,True,"23/08/2023, 20:05:31",Week 1.csv
1743508094938915138,711760467383877632,WIONews,WION,WION,,"Bangladesh is all set for its General Elections on the 7th of January

Prime Minister Sheikh Hasina is seeking her fourth term in a row

The Bangladesh Nationalist Party has boycotted the elections which raises several big questions

Will there be 'free and fair' elections?

What https://t.co/NDeBIk3vXP",1780,0,3,1,2,0,False,False,False,"06/01/2024, 10:41:37",,India,"WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. 

WhatsApp - https://t.co/peWpKbzXdZ",http://bit.ly/455YOQ0,"http://bit.ly/455YOQ0
https://zeemedia.page.link/WIONTwMainDescAppInstall",False,False,False,en,490403,89,159889,449478,7122,2107,0,490403,,False,https://pbs.twimg.com/profile_banners/711760467383877632/1721816082,https://www.x.com/WIONews,https://pbs.twimg.com/profile_images/875597226747207681/0jkhMbbB_normal.jpg,False,True,"21/03/2016, 08:44:54",Week 1.csv
1743260121206075778,4970411,AJEnglish,Al Jazeera English,Al,Jazeera English,"Bangladesh’s PM Sheikh Hasina is expected to win Sunday’s controversial election, after the country's main opposition party said they were boycotting it. 

Here's what you need to know ⤵️ https://t.co/DnL7xlYMZV",149278,21,1537,157,324,42,False,False,False,"05/01/2024, 18:16:15",,"Doha, Qatar","Watch Al Jazeera’s live coverage of the War on Gaza. #GettingTheFacts #YourRightOurDuty. For breaking news alerts, follow @AJENews.",http://aljazeera.com/live,http://aljazeera.com/live,False,True,False,en,8959760,248,146053,372451,16717,58624,0,8959760,,False,https://pbs.twimg.com/profile_banners/4970411/1699259125,https://www.x.com/AJEnglish,https://pbs.twimg.com/profile_images/1818213127286087680/CtPVxlPF_normal.jpg,False,True,"17/04/2007, 13:23:08",Week 1.csv
1743334422475391365,907925937404174337,MonjuAlom1,Monju Alom,Monju,Alom,"Bangladesh’s PM Sheikh Hasina is expected to win Sunday’s controversial election, after the country's main opposition party said they were boycotting it. 

Here's what you need to know @AJEnglish https://t.co/qVzsaNbuca",530,0,46,0,3,0,False,False,False,"05/01/2024, 23:11:30",AJEnglish,,,,,False,False,False,en,29755,211,6406,33120,43570,15,0,29755,,False,https://pbs.twimg.com/profile_banners/907925937404174337/1556383751,https://www.x.com/MonjuAlom1,https://pbs.twimg.com/profile_images/1122179981466058752/uCtksbRO_normal.jpg,False,False,"13/09/2017, 16:16:26",Week 1.csv
1743518688425517371,711760467383877632,WIONews,WION,WION,,"#InsideSouthAsia | Sheikh Hasina's main opposition Bangladesh Nationalist Party- BNP has boycotted the general elections.  For the past few months, the protests against Prime Minister Hasina have intensified. Against the backdrop of violence and crackdowns, what's the https://t.co/ZYDekQNPtk",1581,0,1,2,2,0,False,False,False,"06/01/2024, 11:23:42",,India,"WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. 

WhatsApp - https://t.co/peWpKbzXdZ",http://bit.ly/455YOQ0,"http://bit.ly/455YOQ0
https://zeemedia.page.link/WIONTwMainDescAppInstall",False,False,False,en,490403,89,159889,449478,7122,2107,0,490403,,False,https://pbs.twimg.com/profile_banners/711760467383877632/1721816082,https://www.x.com/WIONews,https://pbs.twimg.com/profile_images/875597226747207681/0jkhMbbB_normal.jpg,False,True,"21/03/2016, 08:44:54",Week 1.csv
1743210734237184135,804605049859145728,TRTWorldNow,TRT World Now,TRT,World Now,Bangladesh PM Sheikh Hasina expected to secure a fourth term in Sunday's election as her long-time rival Khaleda Zia languishes under house arrest. Here's a look their political histories https://t.co/KEahT1Bxkp,1496,0,9,2,0,0,False,False,False,"05/01/2024, 15:00:00",,"Istanbul, Türkiye","Breaking news, live updates, and developing stories around the world. Follow @TRTWorld for in-depth coverage, features, videos and more.",,,False,False,False,en,244017,20,125008,158239,0,1358,0,244017,,False,https://pbs.twimg.com/profile_banners/804605049859145728/1710502763,https://www.x.com/TRTWorldNow,https://pbs.twimg.com/profile_images/905724163104669696/dZHKlqU0_normal.jpg,False,True,"02/12/2016, 13:36:07",Week 1.csv
1743735521816244684,17462599,rupom,Rupom Razzaque,Rupom,Razzaque,"Midnight ballot stamping -
Sheikh Hasina's party agents entered the polling station in Mymensingh at night.

#NoElectionUnderHasina #SaveBangladesh

@State_SCA
 @SecBlinken
 @usembassydhaka
 @EU_Commission
 @AfreenAkhter
 @geoffreymacdon
 @KerryKennedyRFK
 @JuttaUrpilainen https://t.co/Wmxqo6QMZc",3123,3,131,3,44,2,False,False,False,"07/01/2024, 01:45:20",State_SCA; SecBlinken; usembassydhaka; EU_Commission; AfreenAkhter; geoffreymacdon; KerryKennedyRFK; JuttaUrpilainen,"London, UK",Bangladeshi | Social Activist | Human Rights Defender | Software Engineer | Entrepreneur.,https://www.facebook.com/rupom.bd,https://www.facebook.com/rupom.bd,False,True,False,en,7338,1017,1267,4324,5640,26,0,7338,,False,https://pbs.twimg.com/profile_banners/17462599/1721169532,https://www.x.com/rupom,https://pbs.twimg.com/profile_images/464475777/rupom_normal.jpg,False,True,"18/11/2008, 16:41:59",Week 1.csv
1743182239662248415,529295570,elobrerodigital,EL OBRERO,EL,OBRERO,"Sheikh Hasina, ‘dama de hierro’ de Bangladesh y única candidata viable a las elecciones.  https://t.co/1f70rT5v7M https://t.co/GqNDCaqeT4",88,0,0,0,0,0,False,False,False,"05/01/2024, 13:06:47",,España,"Periodismo transversal y constructivo para un público no polarizado. Información, análisis y opinión en abierto. Utopía/Distopía. Escríbenos: info@elobrero.es",https://elobrero.es/,https://elobrero.es/,False,False,False,es,13630,4042,36158,112593,1454,276,0,13630,,False,https://pbs.twimg.com/profile_banners/529295570/1683456255,https://www.x.com/elobrerodigital,https://pbs.twimg.com/profile_images/1654835288500318208/MdPbTy7r_normal.jpg,False,True,"19/03/2012, 16:04:41",Week 1.csv
1743157883876094150,105082141,EFEnoticias,EFE Noticias,EFE,Noticias,"ANÁLISIS | Sheikh Hasina, 'dama de hierro' de Bangladesh y única candidata viable a las elecciones.

Por Azad Majumder
https://t.co/515x9UcmHC https://t.co/qbNlSqnhyd",6059,0,4,0,0,0,False,False,False,"05/01/2024, 11:30:00",,Madrid,"Agencia EFE, la primera agencia de noticias en español | #EFEsiempreestá | Otros perfiles https://t.co/EYLadnmuyb",http://bit.ly/AgenciaEFE,"http://bit.ly/AgenciaEFE
http://www.efe.com",False,False,False,es,2186021,59,118094,411141,428,20382,0,2186021,,False,https://pbs.twimg.com/profile_banners/105082141/1704269944,https://www.x.com/EFEnoticias,https://pbs.twimg.com/profile_images/1747598015693520896/gQ31M1Ni_normal.jpg,False,True,"15/01/2010, 14:04:56",Week 1.csv
1743296205827019252,37034483,ndtv,NDTV,NDTV,,"#TheNews | Bangladesh To Vote In Election Guaranteed To Give Sheikh Hasina Her 5th Term

Report by @MickyGupta84 https://t.co/dSv8QcCjjG",6172,0,10,2,2,0,False,False,False,"05/01/2024, 20:39:39",MickyGupta84,India,"Breaking news alerts
Insta https://t.co/QrV2OUie6Q
WhatsApp https://t.co/WriOE8t4rq
Download App: https://t.co/Q2YKIJk45r",http://instagram.com/ndtv,"http://instagram.com/ndtv
http://whatsapp.com/channel/0029Va4lixw7z4kcvZI9JM12
http://qrco.de/ndtvapps
http://www.ndtv.com/",True,True,False,en,17954429,20,632411,1337221,65,14654,0,17954429,,False,https://pbs.twimg.com/profile_banners/37034483/1728908129,https://www.x.com/ndtv,https://pbs.twimg.com/profile_images/1561248901117923328/To5m8vSP_normal.png,False,True,"02/05/2009, 02:34:48",Week 1.csv
1743282057252348224,711760467383877632,WIONews,WION,WION,,"Bangladesh heads to the polls: PM Sheikh Hasina seeks a fourth term, but opposition BNP has boycotted the elections.

Will there be polls be 'free and fair'?

Why is the United States trying to meddle in Bangladesh elections?

Watch #WIONWideangle

#BangladeshElections2024 https://t.co/RIvI96GdlB",1738,0,4,0,0,0,False,False,False,"05/01/2024, 19:43:25",,India,"WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. 

WhatsApp - https://t.co/peWpKbzXdZ",http://bit.ly/455YOQ0,"http://bit.ly/455YOQ0
https://zeemedia.page.link/WIONTwMainDescAppInstall",False,False,False,en,490403,89,159889,449478,7122,2107,0,490403,,False,https://pbs.twimg.com/profile_banners/711760467383877632/1721816082,https://www.x.com/WIONews,https://pbs.twimg.com/profile_images/875597226747207681/0jkhMbbB_normal.jpg,False,True,"21/03/2016, 08:44:54",Week 1.csv
1743773446465589586,863527548,steve_hanke,Steve Hanke,Steve,Hanke,"Members of the Bangladesh Nationalist Party (BNP) marched through the streets of Dhaka in opposition to Sunday’s general election.

The BNP calls for an election boycott and claims PM Sheikh Hasina is leading a sham vote towards her fourth straight term. https://t.co/RQvGVI0YWS",93776,13,994,32,322,12,False,False,False,"07/01/2024, 04:16:02",,Baltimore & Paris,Professor of Applied Economics @JohnsHopkins | Senior Fellow @IndependentInst | @NRO | FX & Commodity Trader | Reagan White House | Views are my own,https://www.independent.org/aboutus/person_detail.asp?id=516,https://www.independent.org/aboutus/person_detail.asp?id=516,False,True,False,en,771246,6553,22310,55991,6551,4013,0,771246,,False,https://pbs.twimg.com/profile_banners/863527548/1465411293,https://www.x.com/steve_hanke,https://pbs.twimg.com/profile_images/915395033871867905/3zbE7bAT_normal.jpg,False,True,"06/10/2012, 00:10:03",Week 1.csv
1743518555214430268,355989081,ANI,ANI,ANI,,"#WATCH | Bangladesh Foreign Secretary Masud bin Momen says, ""...Prime Minister Sheikh Hasina with her zero-tolerance policy on any kind of terrorism and her promise not to let any inch of Bangladesh land used for any forces to our neighbours- India and also Myanmar...So, we are https://t.co/Vb1da0jEVL",10499,0,29,2,7,0,False,False,False,"06/01/2024, 11:23:11",,India,"Asian News International. Multi-media news agency, content for information platforms: TV, Internet, broadband,newspapers, mobiles https://t.co/eEMPAbAcms",http://facebook.com/ANINEWS.IN,"http://facebook.com/ANINEWS.IN
http://www.aninews.in",False,False,False,en,8500422,0,472645,832074,71,7296,0,8500422,,False,https://pbs.twimg.com/profile_banners/355989081/1720330138,https://www.x.com/ANI,https://pbs.twimg.com/profile_images/1497864299/ani_mic_logo_normal.jpg,False,True,"16/08/2011, 10:23:41",Week 1.csv
1742871844645224599,36352595,sajeebwazed,Sajeeb Wazed,Sajeeb,Wazed,"BNP Jamaat Politics of burning people alive stood exposed yet again 

Scores of victims who fell prey to arson attacks since October 28 have publicly held #BNP #Jamaat combine responsible and thanked prime-minister Sheikh Hasina for her steps to ensure cost effective treatment https://t.co/UJEq3UdapV",10993,0,240,82,76,14,False,False,False,"04/01/2024, 16:33:23",,"Dhaka, Bangladesh",IT Entrepreneur and ICT Advisor to Prime Minister of Bangladesh,http://fb.com/Sajeeb.A.Wazed,http://fb.com/Sajeeb.A.Wazed,False,True,False,en,467780,12,94,1499,208,255,0,467780,,False,https://pbs.twimg.com/profile_banners/36352595/1461463525,https://www.x.com/sajeebwazed,https://pbs.twimg.com/profile_images/3285846766/96ea8ee8849b0b7f357e21284bb3b5b5_normal.jpeg,False,True,"29/04/2009, 19:09:22",Week 1.csv
1743641555859132576,24744541,lemondefr,Le Monde,Le,Monde,"Sheikh Hasina, « bégum de fer » à la tête du Bangladesh https://t.co/9igNJkVwux",30474,0,18,3,6,0,False,False,False,"06/01/2024, 19:31:56",,Paris,"L'actualité de référence par la rédaction du Monde.

Nos comptes Twitter associés : https://t.co/oTLSxaY8TR",http://lemde.fr/3ApwJXb,"http://lemde.fr/3ApwJXb
https://www.lemonde.fr",False,False,False,fr,11059194,403,34386,481776,1668,0,0,11059194,,False,https://pbs.twimg.com/profile_banners/24744541/1695905667,https://www.x.com/lemondefr,https://pbs.twimg.com/profile_images/817042499134980096/LTpqSDMM_normal.jpg,False,True,"16/03/2009, 23:44:51",Week 1.csv
1742731599848902974,4366154414,hindupost,HinduPost,HinduPost,,"As Bangladesh votes next week, a relook at how its relations with Bharat have fared under Sheikh Hasina
https://t.co/DoMlWJZP8x",346,0,6,0,3,0,False,False,False,"04/01/2024, 07:16:06",,,"A media outlet that provides the correct perspective on issues affecting Hindus
Support Us: https://t.co/2u9nIIaRmw
Telegram:https://t.co/Sk5VBSk7cE",http://hindupost.in/support-hindupost,"http://hindupost.in/support-hindupost
http://t.me/hindupost
http://www.hindupost.in",True,False,False,en,59088,429,6878,48675,9791,226,0,59088,,False,https://pbs.twimg.com/profile_banners/4366154414/1723821439,https://www.x.com/hindupost,https://pbs.twimg.com/profile_images/1377671984004296705/Pa4S61O2_normal.jpg,False,True,"26/11/2015, 16:21:57",Week 1.csv
1743507687596306727,3150940290,thewire_in,The Wire,The,Wire,"#SouthAsia| Bangladesh’s Crumbling Democracy No Roadblock for Superpowers

#Bangladesh’s longest-serving female PM, Sheikh Hasina, will extend her reign because her main opposition Bangladeshi Nationalist Party has boycotted the election.

Mubashar Hasan✍️
https://t.co/vkgQKEMNvf",5859,1,25,3,6,0,False,False,False,"06/01/2024, 10:40:00",,,"India's foremost independent news-site, carrying investigations, reportage and critical opinions.

Click here to: https://t.co/014NSaHJEi",http://support.thewire.in,"http://support.thewire.in
https://thewire.in",False,False,False,en,1369132,445,45507,168545,650,3079,0,1369132,,False,https://pbs.twimg.com/profile_banners/3150940290/1719203651,https://www.x.com/thewire_in,https://pbs.twimg.com/profile_images/1311598701605912576/fM601Ih5_normal.jpg,False,True,"12/04/2015, 12:32:06",Week 1.csv
1743694633811726508,612416033,Bbarua76,Dr. Bidduth Barua,Dr.,Bidduth Barua,"Two zero two four (2024)
Sheikh Hasina Once More.
#Election Bangladesh https://t.co/trJkY6ACNQ",400,0,17,1,2,0,False,False,False,"06/01/2024, 23:02:51",,"Chittagong , Bangladesh","Founder & CEO , Chattogram Field Hospital( A  First  Corona Dedicated Hospital in Bangladesh  )  Medical Consultant , OXFAM  Bangladesh.  Physician",http://www.bidduthbarua.com,http://www.bidduthbarua.com,True,True,False,en,14973,1719,1718,4891,2439,10,0,14973,,False,https://pbs.twimg.com/profile_banners/612416033/1598556437,https://www.x.com/Bbarua76,https://pbs.twimg.com/profile_images/1330736243458547712/eXUN7gFg_normal.jpg,False,False,"19/06/2012, 14:28:28",Week 1.csv
1743170678197834237,39240673,ABPNews,ABP News,ABP,News,"बांग्लादेश चुनाव में देश पर भारतीय प्रभाव की हो रही चर्चा, क्यों खास है शेख हसीना और पीएम मोदी की ' राजनीतिक पार्टनरशिप'

#Bangladesh #BangladeshElection #SheikhHasina

https://t.co/8HsteM6Fjt",3410,0,25,1,0,0,False,False,False,"05/01/2024, 12:20:50",,Noida,Follow @ABPNews for breaking news alerts and latest stories from India.,http://abplive.com,http://abplive.com,False,True,False,hi,14080164,32,227226,602783,136,5319,0,14080164,,False,https://pbs.twimg.com/profile_banners/39240673/1728911059,https://www.x.com/ABPNews,https://pbs.twimg.com/profile_images/1689630465047834624/luiyC3hT_normal.jpg,False,True,"11/05/2009, 18:25:51",Week 1.csv
1743667512162525369,817976607398731776,ani_digital,ANI Digital,ANI,Digital,"Ahead of polls, B'desh Foreign Minister optimistic about Sheikh Hasina securing another term, hails India's stance

Read @ANI Story | https://t.co/SApLrNHMiK
#BangladeshForeignMinister #India #SheikhHasina https://t.co/gUwmyZdPos",13716,0,45,0,7,0,False,False,False,"06/01/2024, 21:15:05",ANI,India,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/31z6bIGUgs",https://www.facebook.com/ANINEWS.IN,"https://www.facebook.com/ANINEWS.IN
http://www.aninews.in",False,True,False,en,695229,0,135258,136156,49,618,0,695229,,False,https://pbs.twimg.com/profile_banners/817976607398731776/1720525032,https://www.x.com/ani_digital,https://pbs.twimg.com/profile_images/817977303242133505/jSSyMKvf_normal.jpg,False,True,"08/01/2017, 11:09:55",Week 1.csv
